"userID","pre_nihScore","post_nihScore","pre_nihAccuracy","post_nihAccuracy","pre_nihRTScore","post_nihRTScore","dateTime.x","dateTime.y","DiffScore","DiffAccuracy","DiffRT","ImproverScore","ImproverAccuracy","ImproverRT","AllImprove","ImprovedPostScoreGT7"
17581,6.9796,8.27445,4,4,2.49242,4.04368,"2018-10-23 10:31:27","2018-12-11 10:39:38",1.29485,0,1.55126,1,0,1,0,1
17582,2.05128,3.46154,2,3,2.09538,2.23869,"2018-10-23 10:30:30","2018-12-11 10:40:23",1.41026,1,0.14331,1,1,1,1,0
17583,2.4359,2.05128,2,2,2.64966,3.16322,"2018-10-23 10:28:58","2018-12-11 10:40:03",-0.38462,0,0.51356,0,0,1,0,0
17584,2.5641,3.46154,3,3,3.61004,2.55372,"2018-10-23 10:34:15","2018-12-11 10:40:57",0.89744,0,-1.05632,1,0,0,0,0
17585,8.26759,7.92867,5,5,3.524,3.18508,"2018-10-23 10:31:56","2018-12-11 10:41:33",-0.33892,0,-0.33892,0,0,0,0,1
17587,6.55025,7.57982,5,5,2.05025,2.82982,"2018-10-23 10:28:25","2018-12-11 10:38:58",1.02957,0,0.77957,1,0,1,0,1
17588,8.97198,7.92449,5,5,4.22839,3.05269,"2018-10-23 10:29:58","2018-12-11 10:40:14",-1.04749,0,-1.1757,0,0,0,0,1
17589,7.05527,3.46154,4,3,2.8245,3.10498,"2018-10-23 10:30:53","2018-12-11 10:40:30",-3.59373,-1,0.28048,0,0,1,0,0
17590,6.69029,6.85156,5,5,1.9467,1.97977,"2018-10-23 10:30:36","2018-12-11 10:41:13",0.16127,0,0.0330699999999999,1,0,1,0,0
17591,6.61561,7.04265,4,5,2.51305,2.42726,"2018-10-23 10:34:55","2018-12-11 10:42:20",0.42704,1,-0.0857899999999998,1,1,0,0,0
17592,7.80619,7.40536,4,4,3.70362,2.91818,"2018-10-23 10:35:07","2018-12-11 10:42:00",-0.40083,0,-0.78544,0,0,0,0,1
17594,0,3.20513,4,3,0,2.29002,"2018-10-23 10:30:52","2018-12-11 10:40:13",3.20513,-1,2.29002,1,0,1,0,0
17595,7.7038,8.27494,5,5,3.08841,3.53135,"2018-10-23 10:31:08","2018-12-11 10:40:27",0.571140000000001,0,0.44294,1,0,1,0,1
17596,8.75719,6.86161,5,4,4.0136,2.75905,"2018-10-23 10:31:24","2018-12-11 10:39:57",-1.89558,-1,-1.25455,0,0,0,0,0
17597,6.61056,7.78157,5,5,1.73877,3.03798,"2018-10-30 10:33:33","2018-12-11 10:41:09",1.17101,0,1.29921,1,0,1,0,1
17599,5.68513,3.58974,4,4,1.45436,0.958945,"2018-10-23 11:14:40","2018-12-11 11:02:47",-2.09539,0,-0.495415,0,0,0,0,0
17600,7.08225,7.23332,5,5,2.21046,2.48332,"2018-10-30 11:09:15","2018-12-11 11:00:18",0.15107,0,0.27286,1,0,1,0,1
17601,7.8039,6.71796,5,5,2.9321,1.97437,"2018-10-23 11:08:48","2018-12-11 11:05:53",-1.08594,0,-0.95773,0,0,0,0,0
17603,7.47776,7.5142,5,5,2.60597,2.5142,"2018-10-30 11:02:46","2018-12-11 10:57:19",0.0364399999999998,0,-0.0917699999999999,1,0,0,0,1
17604,7.28001,3.33333,4,3,2.79283,2.3109,"2018-10-23 11:08:43","2018-12-11 10:57:59",-3.94668,-1,-0.48193,0,0,0,0,0
17605,6.6604,7.05835,5,5,1.6604,2.18655,"2018-10-30 11:09:24","2018-12-11 10:58:25",0.39795,0,0.52615,1,0,1,0,0
17606,3.375,8.29369,3,5,2.6411,3.4219,"2018-10-23 11:08:50","2018-12-11 10:58:42",4.91869,2,0.7808,1,1,1,1,1
17607,6.23287,7.37959,5,5,1.48928,2.76421,"2018-11-27 11:00:09","2018-12-11 11:00:29",1.14672,0,1.27493,1,0,1,0,1
17608,7.21021,7.6373,4,5,2.85124,3.02191,"2018-10-23 11:10:23","2018-12-11 10:57:20",0.42709,1,0.17067,1,1,1,1,1
17610,9.04945,7.53904,5,5,4.30586,2.79545,"2018-10-23 11:06:12","2018-12-11 10:56:42",-1.51041,0,-1.51041,0,0,0,0,1
17611,7.24188,6.32405,5,4,2.62649,1.83687,"2018-10-23 11:08:52","2018-12-11 11:01:03",-0.91783,-1,-0.78962,0,0,0,0,0
17612,0,6.85969,4,4,0,2.62892,"2018-11-27 11:12:55","2018-12-11 11:01:14",6.85969,0,2.62892,1,0,1,0,0
17613,7.42928,7.06629,5,5,2.81389,2.19449,"2018-10-23 11:11:45","2018-12-11 10:57:31",-0.36299,0,-0.6194,0,0,0,0,0
17615,2.05128,2.4359,2,2,3.11104,2.76939,"2018-10-30 11:08:38","2018-12-11 11:01:48",0.38462,0,-0.34165,1,0,0,0,0
17616,7.5424,7.65027,5,5,2.67061,2.77847,"2018-10-23 11:11:51","2018-12-11 11:01:01",0.10787,0,0.10786,1,0,1,0,1
17617,7.8305,8.16477,5,5,3.08691,3.16477,"2018-10-23 11:08:02","2018-12-11 10:58:55",0.334270000000001,0,0.0778599999999998,1,0,1,0,1
17618,7.44033,6.70798,4,4,2.95315,2.349,"2018-10-23 11:12:44","2018-12-11 10:58:54",-0.73235,0,-0.60415,0,0,0,0,0
17619,6.95909,7.6219,4,5,2.72832,2.87831,"2018-10-23 11:08:50","2018-12-11 10:59:05",0.66281,1,0.14999,1,1,1,1,1
17620,3.71795,7.19022,4,4,1.82929,2.70304,"2018-10-23 11:11:30","2018-12-11 10:58:06",3.47227,0,0.87375,1,0,1,0,0
17621,1.79487,2.375,2,2,3.3803,3.03945,"2018-11-20 11:15:51","2018-12-11 10:59:39",0.58013,0,-0.34085,1,0,0,0,0
17622,7.47305,6.24079,4,5,3.11408,1.4972,"2018-10-23 11:08:49","2018-12-11 10:58:36",-1.23226,1,-1.61688,0,1,0,0,0
17623,2.69231,2.30769,3,2,3.08392,2.94471,"2018-10-23 11:10:04","2018-12-11 10:58:53",-0.38462,-1,-0.13921,0,0,0,0,0
17625,6.63952,7.33877,5,5,2.13952,2.59518,"2018-10-23 13:24:26","2018-12-11 13:17:08",0.69925,0,0.45566,1,0,1,0,1
17627,7.46429,7.719,5,5,2.7207,2.84721,"2018-10-23 13:28:18","2018-12-11 13:17:38",0.25471,0,0.12651,1,0,1,0,1
17628,7.05825,7.57483,4,5,2.69927,2.70304,"2018-10-30 13:35:07","2018-12-11 09:09:51",0.51658,1,0.00377000000000027,1,1,1,1,1
17629,8.63218,8.15311,5,5,3.88859,3.28132,"2018-10-30 13:30:21","2018-12-11 13:17:12",-0.47907,0,-0.60727,0,0,0,0,1
17630,6.99032,8.05687,4,5,2.63135,3.18508,"2018-10-23 13:26:43","2018-12-11 13:17:01",1.06655,1,0.55373,1,1,1,1,1
17632,7.6594,6.52468,5,5,2.7876,1.78109,"2018-10-23 13:24:11","2018-12-11 13:21:05",-1.13472,0,-1.00651,0,0,0,0,0
17634,6.44812,5.78084,4,5,1.96094,1.16546,"2018-10-23 13:24:57","2018-12-11 13:18:06",-0.66728,1,-0.79548,0,1,0,0,0
17635,7.42068,7.03465,4,5,2.9335,2.29106,"2018-10-23 13:26:46","2018-12-11 13:19:12",-0.38603,1,-0.64244,0,1,0,0,0
17636,7.27149,6.83517,5,5,2.39649,2.09158,"2018-10-23 13:23:41","2018-12-11 13:17:07",-0.43632,0,-0.30491,0,0,0,0,0
17637,7.28912,6.92816,5,5,2.54553,2.18457,"2018-10-23 13:23:39","2018-12-11 13:17:22",-0.36096,0,-0.36096,0,0,0,0,0
17638,6.57144,7.35245,4,4,2.21246,3.12168,"2018-10-30 13:28:12","2018-12-11 13:15:54",0.78101,0,0.90922,1,0,1,0,1
17640,8.19012,8.13767,5,4,3.44653,3.65049,"2018-10-23 13:20:53","2018-12-11 13:14:14",-0.0524500000000003,-1,0.20396,0,0,1,0,1
17641,6.8715,6.18385,5,5,2.12791,1.44026,"2018-10-23 13:22:21","2018-12-11 13:20:34",-0.687650000000001,0,-0.68765,0,0,0,0,0
17642,8.16297,3.46154,5,3,3.29118,4.32434,"2018-10-30 13:18:39","2018-12-18 13:15:22",-4.70143,-2,1.03316,0,0,1,0,0
17645,2.05128,3.33333,2,3,1.922,2.15021,"2018-10-30 13:33:16","2018-12-11 13:31:10",1.28205,1,0.22821,1,1,1,1,0
17651,8.03812,7.14445,5,5,3.16633,2.40086,"2018-10-23 14:06:28","2018-12-11 13:57:36",-0.893669999999999,0,-0.76547,0,0,0,0,0
17652,2.05128,2.05128,2,2,3.1065,2.88241,"2018-10-30 14:02:46","2018-12-11 13:59:47",0,0,-0.22409,0,0,0,0,0
17653,6.9786,6.3684,5,5,2.1068,1.3684,"2018-10-23 14:11:38","2018-12-11 14:13:04",-0.6102,0,-0.7384,0,0,0,0,0
17654,2.30769,7.4136,2,4,3.71561,3.31104,"2018-10-23 14:06:19","2018-12-11 13:58:39",5.10591,2,-0.40457,1,1,0,0,1
17655,7.51535,7.60717,5,5,2.51535,2.60717,"2018-10-30 14:06:21","2018-12-11 14:00:08",0.0918200000000002,0,0.0918199999999998,1,0,1,0,1
17657,6.5121,7.76652,5,5,1.89672,2.89472,"2018-10-23 14:10:15","2018-12-18 14:02:18",1.25442,0,0.998,1,0,1,0,1
17659,2.05128,6.88104,2,4,3.76628,2.77847,"2018-10-23 14:02:03","2018-12-11 14:01:08",4.82976,2,-0.98781,1,1,0,0,0
17660,2.30769,2.30769,2,2,2.12021,3.29118,"2018-10-23 14:09:52","2018-12-11 14:01:37",0,0,1.17097,0,0,1,0,0
17661,7.5532,6.67438,4,5,3.06602,1.93079,"2018-10-30 14:02:52","2018-12-11 13:59:15",-0.87882,1,-1.13523,0,1,0,0,0
17662,7.65662,7.32233,4,4,3.16944,2.83515,"2018-10-23 14:03:34","2018-12-11 13:58:21",-0.33429,0,-0.33429,0,0,0,0,1
17663,8.24206,7.86985,5,5,3.49847,3.12626,"2018-10-23 14:04:34","2018-12-11 13:58:20",-0.372210000000001,0,-0.37221,0,0,0,0,1
17664,2.5641,5,3,5,0,0,"2018-10-23 14:06:35","2018-12-11 13:59:45",2.4359,2,0,1,1,0,0,0
17665,2.17949,7.52112,2,5,3.82025,2.90573,"2018-10-23 14:06:56","2018-12-11 14:02:36",5.34163,3,-0.91452,1,1,0,0,1
17666,2.05128,2.05128,2,2,2.6156,3.39927,"2018-10-30 14:05:30","2018-12-11 13:58:43",0,0,0.78367,0,0,1,0,0
17667,6.0208,7.01515,5,5,1.40542,2.39977,"2018-10-23 14:06:21","2018-12-11 13:59:02",0.99435,0,0.99435,1,0,1,0,0
17668,7.39844,5.28757,4,4,2.91126,1.0568,"2018-10-30 14:03:31","2018-12-11 14:01:49",-2.11087,0,-1.85446,0,0,0,0,0
17669,6.9222,7.70178,4,5,2.43502,2.70178,"2018-10-30 14:06:31","2018-12-11 14:04:19",0.77958,1,0.26676,1,1,1,1,1
17670,2.17949,6.7831,2,4,3.34793,2.68054,"2018-10-23 14:02:43","2018-12-11 13:59:44",4.60361,2,-0.66739,1,1,0,0,0
17671,7.65485,7.79283,5,5,2.91126,2.79283,"2018-10-30 14:10:12","2018-12-11 14:01:03",0.137980000000001,0,-0.11843,1,0,0,0,1
17672,2.5641,3.46154,3,3,1.9115,2.20446,"2018-10-30 14:14:24","2018-12-11 14:01:05",0.89744,0,0.29296,1,0,1,0,0
17677,3.84615,6.18827,4,4,1.31802,1.82929,"2018-10-23 14:43:47","2018-12-11 14:36:13",2.34212,0,0.51127,1,0,1,0,0
17678,6.62907,7.36402,5,5,1.88548,2.62043,"2018-10-23 14:43:37","2018-12-11 14:35:20",0.73495,0,0.73495,1,0,1,0,1
17679,6.50086,7.21671,5,5,1.88548,2.47312,"2018-10-23 14:42:55","2018-12-11 14:35:26",0.71585,0,0.58764,1,0,1,0,1
17680,8.42393,6.94758,4,4,4.19316,2.57258,"2018-10-30 14:44:22","2018-12-11 14:33:19",-1.47635,0,-1.62058,0,0,0,0,0
17681,2.30769,2.4359,2,2,3.3615,2.79022,"2018-10-23 14:44:03","2018-12-11 14:35:23",0.12821,0,-0.57128,1,0,0,0,0
17682,7.50522,7.87443,5,5,2.76163,3.13084,"2018-10-23 14:43:18","2018-12-11 14:35:58",0.369210000000001,0,0.36921,1,0,1,0,1
17683,8.3095,7.88787,5,5,3.4377,2.88787,"2018-10-23 14:45:09","2018-12-11 14:33:43",-0.42163,0,-0.54983,0,0,0,0,1
17684,6.96928,7.77477,4,5,2.73851,2.90298,"2018-10-30 14:42:39","2018-12-11 14:36:44",0.80549,1,0.16447,1,1,1,1,1
17685,6.79798,7.01705,5,5,2.18259,2.27346,"2018-10-23 14:42:59","2018-12-11 14:34:08",0.21907,0,0.0908700000000002,1,0,1,0,0
17686,3.07692,3.58974,3,4,4.02512,2.46747,"2018-10-30 14:41:51","2018-12-11 14:34:43",0.51282,1,-1.55765,1,1,0,0,0
17687,6.54284,7.0774,5,5,1.79925,2.0774,"2018-10-23 14:43:53","2018-12-11 14:34:05",0.53456,0,0.27815,1,0,1,0,0
17688,7.72832,7.37251,5,5,2.72832,2.62892,"2018-10-30 14:42:35","2018-12-11 14:32:36",-0.35581,0,-0.0994000000000002,0,0,0,0,1
17689,8.07197,7.88848,5,4,3.07197,3.52951,"2018-10-23 14:42:12","2018-12-11 14:32:54",-0.18349,-1,0.45754,0,0,1,0,1
17690,7.27119,6.37416,5,4,2.6558,2.01518,"2018-10-23 14:41:57","2018-12-11 14:34:35",-0.89703,-1,-0.64062,0,0,0,0,0
17691,7.90988,8.01492,5,5,2.90988,3.14312,"2018-10-30 14:40:32","2018-12-18 14:35:31",0.10504,0,0.23324,1,0,1,0,1
17695,3.97436,8.03642,4,5,2.52807,3.29283,"2018-10-23 14:42:25","2018-12-11 14:34:35",4.06206,1,0.76476,1,1,1,1,1
17696,3.84615,6.48167,4,4,2.64721,2.2509,"2018-10-23 14:42:33","2018-12-11 14:34:40",2.63552,0,-0.39631,1,0,0,0,0
17697,5,6.4499,5,4,0,1.96272,"2018-11-27 14:41:17","2018-12-11 14:32:45",1.4499,-1,1.96272,1,0,1,0,0
17698,5.51907,6.97732,4,4,1.41651,2.49014,"2018-10-23 14:41:46","2018-12-11 14:35:31",1.45825,0,1.07363,1,0,1,0,0
17699,3.46154,7.67513,3,5,1.54238,2.80334,"2018-10-23 14:42:04","2018-12-11 14:36:24",4.21359,2,1.26096,1,1,1,1,1
17700,7.20817,7.22015,5,5,2.59279,2.60476,"2018-10-23 14:45:29","2018-12-11 14:35:01",0.0119800000000003,0,0.0119700000000003,1,0,1,0,1
17701,3.71795,7.93968,4,5,3.50937,3.19609,"2018-10-23 14:41:59","2018-12-11 14:33:18",4.22173,1,-0.31328,1,1,0,0,1
18530,3.625,6.22855,4,4,2.19549,2.12599,"2018-10-24 09:44:19","2018-12-05 09:38:18",2.60355,0,-0.0695000000000001,1,0,0,0,0
18531,3.97436,3.75,4,4,2.48559,0,"2018-10-24 09:44:11","2018-12-05 09:44:53",-0.22436,0,-2.48559,0,0,0,0,0
18572,3.75,6.51885,4,5,2.68926,2.01885,"2018-10-30 10:16:31","2018-12-04 10:14:46",2.76885,1,-0.67041,1,1,0,0,0
18592,3.71795,7.85769,4,5,3.26824,3.24231,"2018-11-07 09:37:01","2018-12-05 09:43:58",4.13974,1,-0.0259300000000002,1,1,0,0,1
18611,2.17949,2.05128,2,2,2.25294,1.07989,"2018-11-27 10:11:03","2018-12-04 10:14:23",-0.12821,0,-1.17305,0,0,0,0,0
18617,7.12843,7.76104,5,5,2.51305,2.88924,"2018-11-14 10:19:28","2018-12-05 10:11:17",0.632610000000001,0,0.37619,1,0,1,0,1
18618,7.12584,7.88688,4,5,2.63866,3.2715,"2018-11-14 10:18:48","2018-12-05 10:06:40",0.761039999999999,1,0.63284,1,1,1,1,1
18661,7.45054,7.34752,5,5,2.83515,2.73213,"2018-11-28 10:17:14","2018-12-05 10:06:22",-0.10302,0,-0.10302,0,0,0,0,1
