"id","accessCode","itemID","userID","participantID","task","sesID","instanceID","nihScore","dataTimestamp","trialsCount","trialsCorrect","nihAccuracy","nihAccPass","nihRTScore","nondominant_cntTotal","nondominant_cntCorrect","nondominant_rtMean","nondominant_rtMedian","nondominant_rtStDev","nondominant_nihMedian","nondominant_accuracy_Fieldname","dominant_cntTotal","dominant_cntCorrect","dominant_rtMean","dominant_rtMedian","dominant_rtStDev","dominant_nihMedian","dominant_accuracy_Fieldname","reportDate"
"494","PUF18a","3300","16973","NA","dccs","hsr15r72je97kfuv0h6amk5rv0","pub_IYNeGzjGWU","3.58974","2018-10-09 10:13:17","39","28","4","0","1.915","6","5","1229","1242","328.678","1242","0.833333","23","13","1561.85","1216","762.776","1216","0.565217","2019-03-20 16:01:58"
"493","PUF18a","3300","16969","NA","dccs","ibfbodel1ohoup8805p9oehgv7","pub_j0Bxjslevk","6.83073","2018-10-09 10:08:29","39","33","4","1","2.59997","6","5","936","906","112.79","906","0.833333","23","18","1184.94","1085","559.787","1085","0.782609","2019-03-20 16:01:56"
"492","PUF18a","3300","16970","NA","dccs","uavel26eotq5nnf20h27tqml71","pub_E@WdQXxBEN","2.94872","2018-10-09 10:08:57","39","23","3","0","2.58088","6","6","1759.17","914","1770.92","914","1","23","7","692.143","502","313.253","502","0.304348","2019-03-20 16:01:54"
"491","PUF18a","3300","17039","NA","dccs","r3q1j8ek6lu7ids6n5vach8l05","pub_XhChE81-es","6.77911","2018-10-09 10:07:40","40","37","5","1","2.15411","7","6","1098.83","1112.5","436.918","1112.5","0.857143","23","21","860.667","828","392.222","828","0.913043","2019-03-20 16:01:52"
"490","PUF18a","3300","16968","NA","dccs","hsu97jco0jiiv0hoc2r4fu6co3","pub_oPdR7-CFWd","2.05128","2018-10-09 10:09:35","39","16","2","0","3.25361","6","6","700.667","670.5","119.497","670.5","1","23","0","0","0","0","0","0","2019-03-20 16:01:44"
"489","PUF18a","3300","17292","NA","dccs","jbrre23a562i418er7l2bk30m1","pub_VPVY2D_kQD","7.2626","2018-10-09 10:12:04","39","36","5","1","2.64721","6","6","978","886.5","268.832","886.5","1","23","20","1212.5","1239","319.845","1239","0.869565","2019-03-20 16:01:38"
"488","PUF18a","3300","16972","NA","dccs","7sg5atfp7bitic5ca1oc0mihc7","pub_xMSL93b~GC","2.69231","2018-10-09 10:11:38","39","21","3","0","1.85806","6","3","1206.67","1275","140.564","1275","0.5","23","8","3350","2338.5","2874.7","2338.5","0.347826","2019-03-20 16:01:35"
"487","PUF18a","3300","17043","NA","dccs","1ihddufd1cd1ijl045o7q7gf22","pub_6DvW-WV-Dx","7.40217","2018-10-09 10:08:02","40","37","5","1","2.77717","7","7","1014.29","835","629.299","835","1","23","20","987.5","827.5","420.297","827.5","0.869565","2019-03-20 16:01:33"
"486","PUF18a","3300","16977","NA","dccs","7loi6kb83to76oui7nrttovgk1","pub_eP0eMygw9j","3.71795","2018-10-09 10:11:57","39","29","4","0","2.4328","6","6","922.667","978.5","132.878","978.5","1","23","13","1484.54","1122","1166.89","1122","0.565217","2019-03-20 16:01:21"
"485","PUF18a","3300","16981","NA","dccs","j0go2urcoeds5b93qgb7nia553","pub_3I~2-zQGqB","2.17949","2018-10-09 10:17:44","39","17","2","0","4.19816","6","5","689.2","434","429.256","434","0.833333","23","2","1183.5","1183.5","1209.86","1183.5","0.0869565","2019-03-20 16:01:18"
